,time,beam,diff,total,n,B,G_on,solar_time,hour_angle,declination,cos_zen,altitude,azimuth,I_slope_beam,I_slope_diffuse,I_slope_reflect,I_slope_total,R_b_ave,start_hour_angle,end_hour_angle
6279,2021-09-19 15:00:00,402.60444572542895,90.25286824710874,492.85731397253767,262,257.4246575342466,1357.937626167502,2021-09-19 15:00:00,45.0,0.6054424233262556,0.5668966129884473,39.38665597,53.68704005999996,403.12774170351605,90.25279951563655,0.0002251993277925081,493.38076641848045,1.0012997769489211,37.5,52.5
6280,2021-09-19 16:00:00,234.2272176393469,79.34719784387029,313.5744154832172,262,257.4246575342466,1357.937626167502,2021-09-19 16:00:00,60.0,0.6054424233262556,0.4027433645235239,29.04191612,66.87420658999997,234.52773160223586,79.34713741753895,0.00014328030766260267,313.87501230008246,1.0012830018898644,52.5,67.5
6281,2021-09-19 17:00:00,73.8753873348289,56.14335987629151,130.0187472111204,262,257.4246575342466,1357.937626167502,2021-09-19 17:00:00,75.0,0.6054424233262556,0.2115828579120435,17.7122079,77.61327591000003,73.96630314826565,56.143317120688806,5.940894786842883e-05,130.10967967790234,1.0012306644569549,67.5,82.5
6282,2021-09-19 18:00:00,1.1599001959343174,2.029787011743501,3.189687207677818,262,257.4246575342466,1357.937626167502,2021-09-19 18:00:00,90.0,0.6054424233262556,0.0064423657719051555,5.92665521,87.11236345999998,1.1609651100910736,2.029785465972688,1.4574510607291746e-06,3.1907520335148223,1.000918108437682,82.5,90.46571221685075
6283,2021-09-19 19:00:00,0.0,0.0,0.0,262,257.4246575342466,1357.937626167502,2021-09-19 19:00:00,105.0,0.6054424233262556,-0.1986981263682334,-5.95807974,96.28004324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6284,2021-09-19 20:00:00,0.0,0.0,0.0,262,257.4246575342466,1357.937626167502,2021-09-19 20:00:00,120.0,0.6054424233262556,-0.3898586329797134,-17.62744022,105.92688386999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6285,2021-09-19 21:00:00,0.0,0.0,0.0,262,257.4246575342466,1357.937626167502,2021-09-19 21:00:00,135.0,0.6054424233262556,-0.554011881444637,-28.70262084,116.95918067999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6286,2021-09-19 22:00:00,0.0,0.0,0.0,262,257.4246575342466,1357.937626167502,2021-09-19 22:00:00,150.0,0.6054424233262556,-0.6799710991561887,-38.61081286,130.53774356999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6287,2021-09-19 23:00:00,0.0,0.0,0.0,262,257.4246575342466,1357.937626167502,2021-09-19 23:00:00,165.0,0.6054424233262556,-0.7591523735847754,-46.41291022,147.9955504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6288,2021-09-20 00:00:00,0.0,0.0,0.0,263,258.4109589041096,1358.6996503583703,2021-09-20 00:00:00,-180.0,0.20183407703974532,-0.7904936298530575,-50.74502892,169.80133027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
